samples,Sample008,Sample009,Sample012,Sample014,Sample015,Sample016,Sample019,Sample030,Sample031,Sample032,Sample033,Sample034,Sample036,Sample037,Sample042,Sample043,Sample044,Sample045,Sample053,Sample054,Sample056,Sample063,Sample066,Sample068,Sample069,Sample074,Sample075,Sample081,Sample083,Sample093,Sample098,Sample001,Sample002,Sample003,Sample006,Sample007,Sample018,Sample020,Sample021,Sample022,Sample024,Sample025,Sample028,Sample057,Sample058,Sample064,Sample073,Sample076,Sample078,Sample079,Sample082,Sample084,Sample085,Sample086,Sample087,Sample088,Sample089,Sample091,Sample092,Sample094,Sample096,Sample097,Sample099,Sample100,Sample004,Sample005,Sample010,Sample013,Sample017,Sample026,Sample029,Sample035,Sample038,Sample039,Sample041,Sample046,Sample047,Sample048,Sample049,Sample050,Sample051,Sample055,Sample059,Sample060,Sample061,Sample062,Sample065,Sample067,Sample071,Sample072,Sample077,Sample080,Sample090,Sample095
169.0863__235.85,3188315,3103459,2671270,3998162,3016164,3303711,4310619,3050863,3799970,4352576,3775822,4323138,3124257,3014339,3419790,2943566,2985306,3700428,4421054,3352009,3387969,3830993,4125496,4479781,3795314,3747935,4671487,4638088,4377872,4015071,3286961,3108482,3658436,2962647,3433177,3543179,3977135,5727343,3499853,4018116,2632203,3432810,3374375,2339590,9057684,3620532,3936042,4426110,3894465,8949653,3358511,4121114,3022946,4820918,4343911,2991461,4095133,3891846,4204721,4676996,3570005,3205489,3452642,3134882,3447222,3554618,4531880,5255764,4670539,4092990,3614007,3247839,2816801,2654842,3116475,5179309,4136444,3243986,4556221,9291155,3527005,3087398,5019177,3526195,4732973,3286717,2772914,3677535,3872359,5214525,3809995,4814604,2793184,3982053
169.0863__246.31,2085836,1898310,1335781,2226932,2236521,1782877,3081217,2003370,2288254,2505828,2913187,2140829,2207240,1554521,3096299,3253732,1993782,2298868,3842588,2424152,2453336,3310367,2762897,2912550,4713914,2463426,3545677,4844496,3506077,3308540,2191848,1599123,3255721,1431263,2306060,2482475,2488841,4256224,2813661,3841042,1287902,1978871,1886903,1554527,4729426,2124116,2270511,3514577,3333504,5443597,2294143,3418670,2252363,3380860,2957498,2399102,2880149,2431020,2499579,3107981,2683244,1895025,1814344,2048547,2521610,2148897,2899995,3024245,3323414,2580645,2801152,2053044,1395887,1653459,1921571,2748551,3133050,1461522,5210097,5914960,3558691,2107811,4620696,2488057,4476866,2277102,1773337,3571622,2600987,4432166,3922647,4770083,2264205,2379931
115.2999__509.6,3531213,4053024,2887322,305628,5088440,4376097,3356863,3275730,2706408,4668598,3855795,3703597,2972706,4281995,5133433,2399790,3340341,3602811,4155234,2990381,3565262,4806780,4843759,4114713,4271894,1733220,3937638,3200836,4507232,3896830,2647112,3650081,2979202,1806571,2863062,3261697,3269561,4203774,4396042,4546976,3665858,3016477,3332125,3059025,4596994,3782936,3138073,2942434,3843153,4109725,2836989,3643651,3123330,3312925,1528140,2391066,2174792,3513540,2948442,3475578,3298970,2524487,4114549,3840228,4755705,3247424,3013683,3937710,5412584,2685597,4027162,4559358,2241745,2981127,4122129,5014162,4822503,3472817,2695970,4536217,3534582,4914014,3463447,2840504,4539434,3581231,4201264,4134510,3467353,3189742,4233604,3586989,3067884,3446687
193.0233__43.64,7641805,9631304,9260825,7911633,7066792,8954086,5527552,5944772,4263170,7736964,3459268,6759143,5061219,4922342,9394847,7879907,6635729,5403622,9374371,9033792,8660646,8969029,8411778,3844124,7906184,2449210,14203463,5832447,4008062,8722244,5866063,8849791,9183801,7138176,7891221,6822691,3658003,3918317,7409424,7179480,12444730,10805381,5674611,5403805,7049695,6429700,4495342,6524825,10155776,8170819,6776311,4456076,7509070,6325910,1914326,9348282,1311056,4768715,7765777,12817340,8376904,8104242,8714098,6877688,9987437,7961320,7148900,6347793,4517280,4884970,8601202,6192152,8033054,6556030,6797224,13442094,5138596,7727675,5314298,9860468,5051130,12619804,7164864,6270097,5024102,6568143,3993656,6325103,6135826,6573945,7809884,7210692,3245966,3744154
253.0182__210.05,5339753,21614501,2646920,2801351,4634370,10936351,12103648,9269685,10449593,4307956,11921599,8603343,11413234,1749297,4096392,5011932,6149148,1491534,5982372,5611466,1244427,3279155,10857952,3326059,3770670,7131499,3002447,4333021,3868720,2285946,4749456,3987596,8637777,2088019,6815044,4330734,13179204,10498049,5562919,10697560,4922701,5390591,4734425,3774013,12190844,9288387,5198980,3733742,13827415,6422067,2002527,9409081,13406027,12867709,9181447,18645027,10145055,2434286,3193153,4536512,2320961,10921620,3861403,5301901,7668988,4689768,16764604,12925767,3486536,2713925,4228983,7993417,11211414,4079523,5498447,6165371,8325196,7050735,18049885,6067881,12267758,3690559,5152727,4099178,4454412,7439090,7790646,1050124,4838512,1576471,3831395,4748390,7990991,3656458
253.0309__141.69,5888975,9088554,1752410,2689029,1818573,3009189,7814168,9343441,3041951,2170125,6212459,7046251,1830743,3582775,2288449,1862010,5144573,2358480,6435184,331383,3813993,3448603,4217173,1863998,1972001,2973514,3854956,331383,6141175,5034590,3813846,2983056,3745162,3980410,4014346,3812075,3437646,8238178,3265041,3501821,2266481,8155322,1656915,2559482,3558301,5497285,2609616,5259143,6603976,331383,3020226,3603524,6074110,7279756,6490326,6290086,4161643,2401539,331383,2706620,5959002,3162548,3272651,5279768,6032093,6355709,2813288,2275991,5509961,7905388,2264504,2907359,3245583,2940745,3692972,4015064,3128772,4634087,6505747,6681818,1977210,3842406,1766551,2180994,4499593,10145311,4173109,2277532,2425197,2073558,2298471,331383,331383,4362283
144.0292__53.29,2078285,2211336,999549,1494382,1233100,2306147,1519150,1473631,1179419,1585757,2039486,1609325,3756386,2462036,1705281,2338143,2158111,2509789,1320133,1194029,1112650,1785402,1174079,1933279,2483937,1675554,1761470,1739508,3780501,1244116,1102067,190820,257687,196603,151279,231042,788934,1208063,763131,1230179,578013,697115,152948,666703,765146,788299,833143,838696,366730,864802,216139,421458,277241,363429,323457,458350,288438,343617,958570,718819,795175,237393,159953,688228,1054505,883661,1078391,742711,1211585,763580,914012,887278,834398,813347,1072104,677564,872961,898697,1254050,957768,1143037,1097507,1617331,899643,1411906,1068838,987007,1165312,1139390,962908,1088346,1576090,885992,762146
233.1546__446.73,23631803,25119732,12003154,17109212,14385859,26120913,15753942,16154369,13228303,18576071,24091950,17392206,41722601,27932511,17948376,25274861,24018318,27942251,13279449,13710290,12757718,15961990,13149582,20098207,24236534,18103895,15709241,17415039,36454631,14977511,13167225,2765604,2709987,3072451,3172226,4642798,3341311,8637707,8761896,8238265,8831676,8054208,3473566,7987066,9450202,8814011,8575443,3858816,3370969,10160311,4108351,3752417,3359320,3383345,3442325,5875219,3459418,3897264,9489797,9381037,9347045,3706638,4175639,8940882,12084939,10703673,11778918,8583299,9286111,8989937,9512649,9999818,9959159,9930577,11881731,9409751,9636753,10736521,8682349,10706145,11672540,12734338,10068851,9338471,10961647,8711451,10983170,10613600,11491144,9934282,10184298,9739598,10954994,9896213
215.0182__197.98,843408,2372724,399004,13948268,1720164,16558429,1296675,722927,907160,4471473,1022946,1641817,800472,616109,744023,278565,452078,640582,1824786,1041693,934214,570097,970864,584857,2477695,2888435,1804570,687931,754327,673886,2029412,1561665,14699563,839151,1168224,3277380,7136761,3021161,2997886,8997192,1724455,1319525,2289314,1155696,712677,2409432,1478797,1459774,3618718,18080955,688449,1610731,1673877,1192037,1853884,1078985,1241930,515836,1126197,1139860,7816169,1993153,1859130,1671590,1325826,2349861,1622099,962902,844794,617827,972693,870579,811769,824780,7789734,1190520,471747,10861279,1222926,1355818,1008309,330868,8847541,2132584,3603570,1338583,1145810,934612,1286648,291383,1647878,1595099,1267713,3478255
215.0182__200.96,2938933,4762607,3212562,5253848,4018212,14633827,6015928,8991839,2594474,6829625,4078635,11170715,4164641,2546066,13448957,2119150,3118218,4900016,8729366,3449531,6982809,660932,3155733,3631415,3328607,1322582,2899924,1076538,2135305,4427262,11302344,2457699,12845195,2221774,5100960,6190806,8239275,2210731,3336193,8606530,1208061,10472823,4324473,2008458,4490037,5935917,4404064,18491250,8716404,13563795,3943015,5283697,14135489,4610656,6059329,5432256,4305889,3283325,4300291,3248807,4586798,9243756,11009268,5145278,7600630,4705742,5405833,10483358,3095869,4701119,5050624,6143880,2564387,3291096,5788286,2037033,4034407,2623823,4221910,7460548,5444664,2886955,7385271,3792926,4467494,3915357,3102941,4666120,2540226,1352643,3382235,7750197,1241379,9543952
144.0445__204.17,16077034,16657448,13621681,15168836,14317900,14096943,17968572,19745794,15930753,19381153,19999929,19924880,15725750,15521381,15748025,21217569,13293925,14734196,18322383,16590053,17248840,24551114,20713915,22031275,31274068,16567887,25675617,23507640,21949652,17347763,18155881,17585495,26611693,14553918,12753999,18359576,25047457,33185633,17930766,25074533,12602067,24415325,13085409,13006966,46785622,24499895,16351264,46303127,18916916,37617862,22230006,22498076,17067801,23717780,16791243,20269462,21177174,24858622,21723131,18900818,19791778,17468824,11641355,14289416,19997912,14577276,19629504,21514805,42978105,22312533,19562760,16966311,14824995,12443330,18234959,18851124,20038075,14641643,23494760,24707731,17695414,15188715,24223760,17652153,34842898,31937927,20954355,25851050,20577354,19029941,24966414,25237123,19541214,14948206
169.991__163.15,67969122,95526119,39010910,41108183,73460298,67474473,60360667,67245285,50319035,55681025,78974708,33614810,68039903,65260807,60656755,76220537,67891962,14320702,21209314,42306579,37283968,40072220,26119369,29213591,58856118,79477946,55095278,42070533,29678538,73501829,77614220,56516984,48878466,42798969,46670071,61062869,38709831,12449568,84840285,57460021,20635802,43036542,28867154,48026970,82937348,34349309,33198371,26869349,75085185,116373018,43425600,41403303,83916893,45056311,33037798,57523006,42108607,64216919,51287514,48425611,107517606,70309039,61846354,64134038,63729909,65443842,36790036,18742184,38735195,52168606,49911926,72743337,71063330,85714931,64419321,56625537,29728385,29941129,37125881,58284571,47005163,45079517,16711106,34599306,21111981,37916639,65335379,53267319,55342306,43942702,62628314,45049567,47116769,28440879
170.02__51.69,6114956,6059012,2777450,4114255,3194906,6243072,3361605,3986414,2997836,4374593,5059274,3926556,9453467,6605940,3738697,5770667,5597163,6663404,2777858,3019782,3067913,3877482,3063746,4838328,5694198,5068781,3728386,4184593,8471930,3378761,3058814,807381,736559,1390189,799335,985563,773878,1963259,1898905,1795114,2073667,2242785,1162810,1801873,2404178,2503662,2137727,687231,717881,2497470,932926,544577,624415,1010919,1140439,1621091,880265,1255796,2189010,1869788,1957071,739951,597320,1687765,2727226,2931375,2853455,2375511,2102502,2342590,2277603,2193036,2100036,2093374,3057669,1910238,2444858,2580882,2141736,3042561,2658203,2635088,2348039,1880914,2799299,2303938,2816374,2545115,2761188,2111124,2111322,2383355,2556997,2010650
193.09__204.17,54315300,56789710,52705853,51314183,46840695,54228044,52596337,50915176,47684457,44570935,60535093,55935314,45134136,44759892,48772997,35860890,44341891,43844278,47061669,38589280,47884339,39901412,32321649,42925605,38427123,25603874,42104358,53677640,52305641,50052606,44476953,48136117,56432289,55327875,49908335,75186323,51776402,62878919,52683772,47859841,48111497,45177652,48936978,37052337,71958612,43100392,30095907,48542134,44498690,80851605,45521765,32633617,42388134,59821578,48025052,30235137,36737629,43330227,44659904,63765228,43875225,38789953,53140393,47965844,75358351,53827870,59728222,46083310,41230863,41959375,41579939,44812681,38417429,43704018,56174652,64303729,49897090,45124860,36078538,67786458,51266822,44282534,47420711,54777677,37379788,34045677,47605695,41762642,43187850,43625051,52298233,41092800,47319166,39924029
215.0326__40.4,695359142,763925747,654006619,732522668,831513878,706676583,512829473,607039006,805907377,774703069,417129998,627794124,567113064,629048223,759120316,728174435,926673041,777874913,1063844916,813689175,820361691,557355503,764542756,476655583,249430880,783756076,896136726,611318030,598499523,754016787,931069464,570628004,774793155,529200842,840038460,796468416,753035463,814163675,815702079,600927880,771147518,638003410,708266848,811554122,951461557,422012617,1054622612,669236982,921556476,1031055494,568465914,474430301,523667213,613200818,325947667,942913502,498694847,656829755,712451952,822083133,991575012,1137407526,1334246833,920747191,849635203,751938260,581769962,758100418,707948386,510879128,702523574,701427736,650173405,611982945,1140556324,706672245,548172006,411019691,644348492,609512925,600679080,750488937,946015355,926383557,507463546,467407671,411795792,371723807,669921106,667634355,724964596,994819526,583191846,1005757121
87.0074__43.9,54020711,53394426,23950617,35397809,30061906,54979552,30857011,34335383,27458520,38189159,52957741,35419881,87061774,57338063,38457300,52547766,48696434,65016197,26825313,28020164,24939076,48952884,31586114,48618406,66072035,41843640,32862147,42050929,78247166,28213450,23570337,5739634,7423031,8239036,7122537,6559236,3570485,15723593,15811949,18842144,22034743,18209424,5655132,17060196,16180237,27513795,18291176,4721696,5035684,15861915,22907323,9807224,17862567,9940572,6687888,10635114,3147036,6060711,18074772,18942545,16456943,5038572,3783343,16305799,25639815,24828830,23102568,20050125,16671597,18512688,20422666,18385216,20424876,22075134,24849407,19211275,21217148,27367351,17545903,29059444,30171266,23972714,19344193,16587192,36272439,24250023,29675020,29379069,24130636,18721472,20598646,16993474,20130885,18980408
234.158__446.46,4030568,4666263,3791976,4620783,4011093,4191537,4678224,4187955,3885270,4964860,5663779,4945371,4761155,4693288,4552196,3695763,4292321,3959093,5448503,4366251,4756496,4222090,4726392,3433290,3954445,3699828,4841200,6027510,5244500,5753153,4982660,3307218,3360487,3834792,4035452,6175308,4344508,4429966,4535199,3760504,5275439,3501882,4482174,3699676,5616557,4166662,4527550,5303453,4403833,6830134,5453390,5096687,4289030,4463537,4343283,4204058,4261209,5280134,5322840,5697728,5160267,5055707,5695579,4945880,4222234,3979203,4863463,3644180,4299051,3869186,4324563,4551221,3936150,4042366,4046173,5038502,3950789,3947141,4019831,5043012,3858391,5080782,3630254,4748460,3524793,3594167,3818557,3512432,5188461,5097570,5706752,5040383,5930259,4779482
234.1864__397.4,45817351,45510590,46843163,45587068,45437421,44926020,44827129,44630264,42152430,44060340,41430991,43549563,41737959,44543858,36902451,37658920,36515362,37127969,36176495,33862602,35100559,37044053,35623775,37025254,37235071,35942986,35476091,37059504,35913018,36626768,37333811,44311855,44260424,45372048,46665832,47515717,44634244,45967275,46478070,45493796,43541138,45767149,45623145,36290589,35279284,36309648,36334926,36465569,36417919,35821318,35839655,35548450,34813784,35691136,35144214,34196622,34679811,35610291,36559065,35853353,37066146,36615129,35531494,35746031,45180709,46915814,45532057,44744373,45476431,47881629,43852919,43625862,42473928,44476968,37823140,36719130,36604989,37572467,36928359,35515306,34488066,36130237,33767903,35417872,35152429,36445872,37043027,37674591,36647593,35213374,35826959,34637941,34827263,36762598
253.0985__217.87,10428501,8158300,4727496,5272331,2714388,4279020,4601053,10428276,5736183,4438243,5989494,5716042,5041900,6197279,4880774,5232777,4581977,6471458,4637964,6206411,5140239,8524682,6311848,6584356,9446030,6807369,5019059,6294243,5042296,5255903,5901509,5789313,5460884,5831510,9928549,7044972,5322227,4762126,5148529,6126989,4274383,5466951,6606382,12638912,5310210,7253636,6376250,7339583,4911953,9966073,10857973,5551730,9287421,6949797,7018285,5078992,5182022,6941452,5578184,4662348,8954118,5805177,4565582,12171956,5329426,9691898,5611417,6079379,4064057,6680185,7056834,3751424,5821393,8788922,7076393,6577614,6776883,6207783,3812873,7303815,9957377,5434183,5030202,6322433,5451594,6314972,7268764,5487173,5139796,5473803,10044674,5634437,5464131,5162101
234.8482__39.33,10971631,10482796,8762120,8652526,8012907,11373273,11051548,11252808,10565067,10481370,11879150,10689758,10608582,10694927,11698546,10555746,9754360,10443228,10597315,10909686,11226952,11477495,11059316,11277584,12519531,10585167,9976395,11063174,11246475,8991693,8970129,11157281,9272846,8357954,10144439,11847392,10648815,9704164,7144125,10813610,10709450,10357761,9259907,11824517,12278284,11455626,10916985,10055314,9852402,11398255,11528583,12030129,11071264,10499887,11048977,9431015,10140849,10568281,10012712,11053647,10453171,10300747,9217417,11242904,11612106,7691312,7915187,7900282,10329061,10838324,10503520,10113707,11471871,11307271,10260025,12010083,10744333,12086761,8942424,14175723,11785367,11005475,10452242,11755527,12121812,11380486,11678632,13036509,10978802,10785990,10827640,9967350,11243045,9868697
234.8689__38,6571359,6746878,2115379,3828094,2443286,7095244,3543585,3809501,2769390,4293875,5976113,4086396,12241761,7903905,4040081,6921692,6416862,7856313,2365104,2837058,2618530,3421680,2086226,5131619,6382929,4538553,3399630,3737386,10486156,2732443,2487506,966275,843041,875280,809249,845790,709591,1245419,1045524,821959,788215,1096354,925794,1162837,1010189,939522,874081,801693,993662,1007790,1067649,1044610,1198639,777317,876181,173438,1073092,855653,1030636,945761,1039726,679733,951884,1031419,2122044,1884830,2003398,1306193,1174700,1215471,1221858,1298834,1708095,1416055,2474297,834957,1354359,2014460,860503,1479346,2151429,2302677,1894469,1455577,1637106,1045203,2019747,1598755,1585080,1100984,1310201,1460509,1409118,1478320
215.0381__198.79,11421971,66405909,7456383,6251769,7552209,52483334,34326668,16237289,29133814,7052184,20106213,7178682,15919411,12895995,8187043,10239483,9889861,3706099,62385321,50875924,3362555,6216489,38017693,4924079,4204618,2700694,5786615,6826098,6232083,4076803,9431932,7472509,18360599,1835391,20873114,5485912,49000929,36854007,62967739,16065493,4755773,9767232,11545955,6787402,28580603,7808478,86758625,31655554,21025955,7320351,4436187,13412735,44307616,35030639,59324509,20130619,62706651,3993149,3806191,14179841,4043344,6027539,5731476,5824374,31545275,5824418,40515126,32816481,8808152,6657506,8612901,25014579,24985070,5021330,11796996,8273437,15093974,6837214,35037532,7566101,10404113,9839739,6501525,6538231,3575155,6496213,30651738,2661711,5004213,3250000,21310871,5236815,29625925,16443383
